bowler,batting_team,runs_conceded,balls,wickets,economy
P Parameswaran,Delhi Capitals,29.0,24,2.0,7.25
P Parameswaran,Kolkata Knight Riders,21.0,24,0.0,5.25
P Parameswaran,Punjab Kings,23.0,13,0.0,10.615384615384615
P Parameswaran,Rajasthan Royals,20.0,22,2.0,5.454545454545454
P Parameswaran,Royal Challengers Bangalore,44.0,14,0.0,18.857142857142858
P Parameswaran,Sunrisers Hyderabad,47.0,25,1.0,11.28
P Prasanth,Rajasthan Royals,18.0,6,0.0,18.0
PC Valthaty,Delhi Capitals,48.0,30,1.0,9.600000000000001
PC Valthaty,Kolkata Knight Riders,13.0,12,0.0,6.5
PC Valthaty,Mumbai Indians,11.0,6,0.0,11.0
PC Valthaty,Rajasthan Royals,35.0,18,0.0,11.666666666666666
PC Valthaty,Rising Pune Supergiant,17.0,13,0.0,7.846153846153847
PC Valthaty,Royal Challengers Bangalore,30.0,24,1.0,7.5
PC Valthaty,Sunrisers Hyderabad,53.0,50,5.0,6.36
PD Collingwood,Kolkata Knight Riders,26.0,18,1.0,8.666666666666666
PD Collingwood,Mumbai Indians,27.0,24,0.0,6.75
PD Collingwood,Punjab Kings,19.0,24,2.0,4.75
PD Collingwood,Rajasthan Royals,6.0,6,1.0,6.0
PD Collingwood,Sunrisers Hyderabad,23.0,18,1.0,7.666666666666666
PJ Sangwan,Chennai Super Kings,185.0,121,6.0,9.173553719008265
PJ Sangwan,Delhi Capitals,42.0,25,1.0,10.08
PJ Sangwan,Kolkata Knight Riders,120.0,90,4.0,8.0
PJ Sangwan,Mumbai Indians,152.0,131,6.0,6.9618320610687014
PJ Sangwan,Punjab Kings,108.0,67,3.0,9.671641791044776
PJ Sangwan,Rajasthan Royals,87.0,76,1.0,6.868421052631579
PJ Sangwan,Royal Challengers Bangalore,139.0,98,5.0,8.510204081632653
PJ Sangwan,Sunrisers Hyderabad,64.0,68,4.0,5.647058823529411
PM Sarvesh Kumar,Chennai Super Kings,18.0,12,1.0,9.0
PM Sarvesh Kumar,Delhi Capitals,24.0,19,0.0,7.578947368421052
PP Chawla,Chennai Super Kings,227.0,163,8.0,8.355828220858896
PP Chawla,Delhi Capitals,176.0,152,6.0,6.947368421052632
PP Chawla,Kochi Tuskers Kerala,30.0,26,1.0,6.9230769230769225
PP Chawla,Kolkata Knight Riders,217.0,174,10.0,7.482758620689656
PP Chawla,Mumbai Indians,259.0,207,12.0,7.507246376811594
PP Chawla,Rajasthan Royals,269.0,204,12.0,7.911764705882353
PP Chawla,Rising Pune Supergiant,49.0,42,1.0,7.0
PP Chawla,Royal Challengers Bangalore,268.0,220,15.0,7.3090909090909095
PP Chawla,Sunrisers Hyderabad,254.0,193,7.0,7.896373056994818
PP Ojha,Chennai Super Kings,216.0,203,13.0,6.384236453201971
PP Ojha,Delhi Capitals,208.0,179,10.0,6.972067039106146
PP Ojha,Kolkata Knight Riders,206.0,180,7.0,6.866666666666666
PP Ojha,Mumbai Indians,160.0,158,9.0,6.075949367088608
PP Ojha,Punjab Kings,173.0,140,6.0,7.414285714285715
PP Ojha,Rajasthan Royals,265.0,159,5.0,10.0
PP Ojha,Rising Pune Supergiant,95.0,91,5.0,6.263736263736265
PP Ojha,Royal Challengers Bangalore,212.0,180,13.0,7.066666666666666
PP Ojha,Sunrisers Hyderabad,39.0,25,0.0,9.36
Pankaj Singh,Chennai Super Kings,64.0,50,2.0,7.68
Pankaj Singh,Delhi Capitals,80.0,61,4.0,7.868852459016393
Pankaj Singh,Kolkata Knight Riders,14.0,6,0.0,14.0
Pankaj Singh,Mumbai Indians,81.0,40,0.0,12.149999999999999
Pankaj Singh,Punjab Kings,80.0,40,0.0,12.0
Pankaj Singh,Rajasthan Royals,27.0,24,2.0,6.75
Pankaj Singh,Royal Challengers Bangalore,75.0,60,3.0,7.5
Pankaj Singh,Sunrisers Hyderabad,51.0,30,0.0,10.2
R Ashwin,Delhi Capitals,115.0,93,5.0,7.419354838709678
R Ashwin,Kochi Tuskers Kerala,48.0,48,3.0,6.0
R Ashwin,Kolkata Knight Riders,103.0,116,9.0,5.327586206896552
R Ashwin,Mumbai Indians,121.0,126,3.0,5.761904761904762
R Ashwin,Punjab Kings,129.0,122,3.0,6.3442622950819665
R Ashwin,Rajasthan Royals,92.0,85,5.0,6.4941176470588236
R Ashwin,Rising Pune Supergiant,104.0,98,4.0,6.36734693877551
R Ashwin,Royal Challengers Bangalore,180.0,146,6.0,7.397260273972603
R Ashwin,Sunrisers Hyderabad,111.0,136,4.0,4.897058823529411
R Bhatia,Chennai Super Kings,115.0,85,3.0,8.117647058823529
R Bhatia,Delhi Capitals,34.0,31,1.0,6.580645161290322
R Bhatia,Kochi Tuskers Kerala,22.0,18,1.0,7.333333333333334
R Bhatia,Kolkata Knight Riders,108.0,80,2.0,8.100000000000001
R Bhatia,Mumbai Indians,101.0,92,8.0,6.586956521739131
R Bhatia,Punjab Kings,114.0,118,3.0,5.796610169491525
R Bhatia,Rajasthan Royals,80.0,74,3.0,6.486486486486487
R Bhatia,Rising Pune Supergiant,38.0,37,1.0,6.162162162162161
R Bhatia,Royal Challengers Bangalore,184.0,114,2.0,9.68421052631579
R Bhatia,Sunrisers Hyderabad,156.0,137,11.0,6.8321167883211675
R McLaren,Chennai Super Kings,81.0,71,1.0,6.845070422535212
R McLaren,Kolkata Knight Riders,67.0,45,0.0,8.933333333333334
R McLaren,Punjab Kings,42.0,31,0.0,8.129032258064516
R McLaren,Rajasthan Royals,67.0,38,1.0,10.578947368421051
R McLaren,Rising Pune Supergiant,26.0,18,1.0,8.666666666666666
R McLaren,Royal Challengers Bangalore,63.0,49,2.0,7.714285714285715
R McLaren,Sunrisers Hyderabad,117.0,74,4.0,9.486486486486488
R Ninan,Chennai Super Kings,31.0,18,2.0,10.333333333333334
R Ninan,Sunrisers Hyderabad,34.0,18,1.0,11.333333333333332
R Sathish,Chennai Super Kings,18.0,12,0.0,9.0
R Sathish,Kochi Tuskers Kerala,11.0,6,0.0,11.0
R Sathish,Kolkata Knight Riders,11.0,13,1.0,5.076923076923077
R Sathish,Punjab Kings,14.0,13,0.0,6.461538461538462
R Sathish,Rajasthan Royals,56.0,26,1.0,12.923076923076923
R Sathish,Sunrisers Hyderabad,12.0,12,0.0,6.0
R Sharma,Chennai Super Kings,98.0,91,3.0,6.461538461538462
R Sharma,Delhi Capitals,162.0,115,4.0,8.45217391304348
R Sharma,Kochi Tuskers Kerala,21.0,24,1.0,5.25
R Sharma,Kolkata Knight Riders,29.0,24,0.0,7.25
R Sharma,Mumbai Indians,61.0,85,5.0,4.305882352941176
R Sharma,Punjab Kings,100.0,97,6.0,6.185567010309278
R Sharma,Rajasthan Royals,43.0,46,3.0,5.608695652173913
R Sharma,Royal Challengers Bangalore,89.0,54,3.0,9.88888888888889
R Sharma,Sunrisers Hyderabad,88.0,73,4.0,7.232876712328767
R Shukla,Delhi Capitals,32.0,19,0.0,10.105263157894736
R Vinay Kumar,Chennai Super Kings,261.0,170,11.0,9.211764705882354
R Vinay Kumar,Delhi Capitals,215.0,154,4.0,8.376623376623376
R Vinay Kumar,Kolkata Knight Riders,174.0,158,12.0,6.607594936708861
R Vinay Kumar,Mumbai Indians,294.0,198,6.0,8.90909090909091
R Vinay Kumar,Punjab Kings,159.0,115,3.0,8.295652173913044
R Vinay Kumar,Rajasthan Royals,226.0,153,1.0,8.862745098039216
R Vinay Kumar,Rising Pune Supergiant,50.0,46,3.0,6.521739130434782
R Vinay Kumar,Royal Challengers Bangalore,44.0,41,2.0,6.439024390243903
R Vinay Kumar,Sunrisers Hyderabad,143.0,112,10.0,7.660714285714285
RA Jadeja,Chennai Super Kings,56.0,45,2.0,7.466666666666667
RA Jadeja,Delhi Capitals,92.0,76,1.0,7.2631578947368425
RA Jadeja,Kolkata Knight Riders,66.0,62,2.0,6.387096774193548
RA Jadeja,Mumbai Indians,75.0,50,2.0,9.0
RA Jadeja,Punjab Kings,49.0,30,0.0,9.8
RA Jadeja,Rajasthan Royals,83.0,69,2.0,7.217391304347826
RA Jadeja,Rising Pune Supergiant,50.0,50,1.0,6.0
RA Jadeja,Royal Challengers Bangalore,109.0,99,6.0,6.6060606060606055
RA Jadeja,Sunrisers Hyderabad,117.0,111,8.0,6.324324324324324
RA Shaikh,Delhi Capitals,11.0,6,0.0,11.0
RE van der Merwe,Chennai Super Kings,70.0,74,2.0,5.675675675675675
RE van der Merwe,Delhi Capitals,31.0,24,1.0,7.75
RE van der Merwe,Kochi Tuskers Kerala,37.0,43,4.0,5.162790697674419
RE van der Merwe,Kolkata Knight Riders,84.0,70,5.0,7.199999999999999
RE van der Merwe,Mumbai Indians,61.0,60,2.0,6.1
RE van der Merwe,Punjab Kings,27.0,19,2.0,8.526315789473685
RE van der Merwe,Rajasthan Royals,52.0,30,1.0,10.4
RE van der Merwe,Sunrisers Hyderabad,65.0,50,1.0,7.800000000000001
RG Sharma,Chennai Super Kings,88.0,68,2.0,7.764705882352942
RG Sharma,Delhi Capitals,43.0,31,0.0,8.322580645161292
RG Sharma,Kolkata Knight Riders,31.0,25,1.0,7.4399999999999995
RG Sharma,Mumbai Indians,56.0,44,4.0,7.636363636363637
RG Sharma,Punjab Kings,117.0,86,4.0,8.162790697674419
RG Sharma,Rajasthan Royals,43.0,43,3.0,6.0
RG Sharma,Royal Challengers Bangalore,39.0,18,0.0,13.0
RJ Harris,Chennai Super Kings,115.0,97,7.0,7.11340206185567
RJ Harris,Delhi Capitals,94.0,76,4.0,7.421052631578948
RJ Harris,Kochi Tuskers Kerala,45.0,26,1.0,10.384615384615385
RJ Harris,Kolkata Knight Riders,35.0,37,2.0,5.675675675675675
RJ Harris,Mumbai Indians,111.0,84,4.0,7.928571428571429
RJ Harris,Punjab Kings,90.0,71,1.0,7.605633802816902
RJ Harris,Rajasthan Royals,102.0,74,7.0,8.27027027027027
RJ Harris,Rising Pune Supergiant,26.0,27,1.0,5.777777777777778
RJ Harris,Royal Challengers Bangalore,239.0,178,12.0,8.0561797752809
RJ Harris,Sunrisers Hyderabad,73.0,48,2.0,9.125
RJ Peterson,Chennai Super Kings,22.0,12,0.0,11.0
RJ Peterson,Delhi Capitals,37.0,24,3.0,9.25
RJ Peterson,Punjab Kings,3.0,6,0.0,3.0
RJ Peterson,Sunrisers Hyderabad,8.0,6,0.0,8.0
RN ten Doeschate,Royal Challengers Bangalore,24.0,21,1.0,6.857142857142857
RN ten Doeschate,Sunrisers Hyderabad,7.0,7,0.0,6.0
RP Singh,Chennai Super Kings,291.0,228,11.0,7.657894736842106
RP Singh,Delhi Capitals,317.0,235,7.0,8.093617021276597
RP Singh,Kolkata Knight Riders,238.0,164,10.0,8.707317073170731
RP Singh,Mumbai Indians,151.0,150,12.0,6.039999999999999
RP Singh,Punjab Kings,306.0,209,10.0,8.784688995215312
RP Singh,Rajasthan Royals,187.0,175,9.0,6.411428571428571
RP Singh,Rising Pune Supergiant,30.0,18,0.0,10.0
RP Singh,Royal Challengers Bangalore,280.0,226,9.0,7.43362831858407
RP Singh,Sunrisers Hyderabad,41.0,44,3.0,5.590909090909091
RR Bhatkal,Chennai Super Kings,35.0,12,0.0,17.5
RR Bose,Royal Challengers Bangalore,24.0,12,0.0,12.0
RR Powar,Chennai Super Kings,124.0,111,4.0,6.702702702702702
RR Powar,Delhi Capitals,104.0,79,3.0,7.898734177215189
RR Powar,Kolkata Knight Riders,74.0,75,1.0,5.92
RR Powar,Mumbai Indians,64.0,55,1.0,6.9818181818181815
RR Powar,Rajasthan Royals,74.0,49,1.0,9.061224489795919
RR Powar,Royal Challengers Bangalore,35.0,18,0.0,11.666666666666666
RR Powar,Sunrisers Hyderabad,63.0,56,3.0,6.75
RR Raje,Chennai Super Kings,49.0,25,0.0,11.76
RR Raje,Delhi Capitals,35.0,23,0.0,9.130434782608695
RR Raje,Kolkata Knight Riders,16.0,14,2.0,6.857142857142857
RR Raje,Punjab Kings,10.0,7,0.0,8.571428571428571
RR Raje,Rajasthan Royals,60.0,44,3.0,8.181818181818182
RR Raje,Sunrisers Hyderabad,44.0,31,1.0,8.516129032258064
RS Bopara,Kolkata Knight Riders,66.0,34,1.0,11.647058823529411
RS Bopara,Mumbai Indians,31.0,24,3.0,7.75
RS Bopara,Rajasthan Royals,19.0,14,1.0,8.142857142857142
RS Bopara,Royal Challengers Bangalore,21.0,18,0.0,7.0
RS Gavaskar,Royal Challengers Bangalore,8.0,6,0.0,8.0
RV Gomez,Chennai Super Kings,20.0,12,1.0,10.0
RV Gomez,Delhi Capitals,16.0,12,0.0,8.0
RV Gomez,Kolkata Knight Riders,14.0,24,2.0,3.5
RV Gomez,Mumbai Indians,30.0,19,1.0,9.473684210526315
RV Gomez,Punjab Kings,12.0,6,0.0,12.0
RV Gomez,Rajasthan Royals,9.0,6,0.0,9.0
RV Gomez,Royal Challengers Bangalore,20.0,6,1.0,20.0
RV Gomez,Sunrisers Hyderabad,4.0,6,0.0,4.0
RW Price,Kolkata Knight Riders,33.0,18,0.0,11.0
S Aravind,Chennai Super Kings,92.0,64,5.0,8.625
S Aravind,Delhi Capitals,32.0,25,1.0,7.68
S Aravind,Kochi Tuskers Kerala,20.0,25,2.0,4.800000000000001
S Aravind,Kolkata Knight Riders,55.0,37,3.0,8.91891891891892
S Aravind,Mumbai Indians,27.0,19,2.0,8.526315789473685
S Aravind,Punjab Kings,54.0,48,4.0,6.75
S Aravind,Rajasthan Royals,82.0,42,3.0,11.714285714285714
S Aravind,Rising Pune Supergiant,35.0,27,1.0,7.777777777777778
S Aravind,Sunrisers Hyderabad,28.0,19,0.0,8.842105263157894
S Dhawan,Delhi Capitals,39.0,19,2.0,12.315789473684212
S Dhawan,Kolkata Knight Riders,4.0,6,0.0,4.0
S Dhawan,Punjab Kings,9.0,12,1.0,4.5
S Dhawan,Rising Pune Supergiant,9.0,6,1.0,9.0
S Dhawan,Royal Challengers Bangalore,11.0,6,0.0,11.0
S Ladda,Chennai Super Kings,29.0,18,0.0,9.666666666666668
S Ladda,Kochi Tuskers Kerala,13.0,7,0.0,11.142857142857142
S Ladda,Mumbai Indians,59.0,30,2.0,11.799999999999999
S Ladda,Rajasthan Royals,65.0,50,1.0,7.800000000000001
S Ladda,Sunrisers Hyderabad,20.0,12,1.0,10.0
S Nadeem,Chennai Super Kings,35.0,42,0.0,5.0
S Nadeem,Kolkata Knight Riders,48.0,36,0.0,8.0
S Nadeem,Mumbai Indians,80.0,73,5.0,6.575342465753424
S Nadeem,Rajasthan Royals,89.0,73,0.0,7.315068493150685
S Nadeem,Rising Pune Supergiant,106.0,76,2.0,8.368421052631579
S Nadeem,Royal Challengers Bangalore,26.0,24,1.0,6.5
S Nadeem,Sunrisers Hyderabad,81.0,66,4.0,7.363636363636363
S Narwal,Chennai Super Kings,90.0,31,0.0,17.41935483870968
S Narwal,Delhi Capitals,36.0,25,3.0,8.64
S Narwal,Royal Challengers Bangalore,24.0,19,0.0,7.578947368421052
S Narwal,Sunrisers Hyderabad,36.0,24,2.0,9.0
S Rana,Kolkata Knight Riders,2.0,4,0.0,3.0
S Randiv,Kolkata Knight Riders,47.0,38,1.0,7.421052631578948
S Randiv,Mumbai Indians,31.0,21,1.0,8.857142857142858
S Randiv,Punjab Kings,32.0,24,1.0,8.0
S Randiv,Rajasthan Royals,32.0,24,1.0,8.0
S Randiv,Rising Pune Supergiant,23.0,24,0.0,5.75
S Randiv,Royal Challengers Bangalore,24.0,24,2.0,6.0
S Randiv,Sunrisers Hyderabad,34.0,25,0.0,8.16
S Sreesanth,Chennai Super Kings,159.0,121,6.0,7.884297520661157
S Sreesanth,Delhi Capitals,141.0,135,7.0,6.2666666666666675
S Sreesanth,Kolkata Knight Riders,86.0,68,4.0,7.588235294117647
S Sreesanth,Mumbai Indians,88.0,59,4.0,8.949152542372882
S Sreesanth,Punjab Kings,38.0,24,0.0,9.5
S Sreesanth,Rajasthan Royals,203.0,138,5.0,8.82608695652174
S Sreesanth,Rising Pune Supergiant,21.0,22,0.0,5.7272727272727275
S Sreesanth,Royal Challengers Bangalore,130.0,107,6.0,7.289719626168224
S Sreesanth,Sunrisers Hyderabad,184.0,137,3.0,8.05839416058394
S Sriram,Kolkata Knight Riders,24.0,12,0.0,12.0
S Sriram,Punjab Kings,25.0,6,0.0,25.0
S Tyagi,Delhi Capitals,19.0,19,2.0,6.0
S Tyagi,Kolkata Knight Riders,29.0,18,0.0,9.666666666666668
S Tyagi,Mumbai Indians,49.0,37,2.0,7.945945945945946
S Tyagi,Punjab Kings,35.0,25,0.0,8.399999999999999
S Tyagi,Rajasthan Royals,70.0,51,0.0,8.235294117647058
S Tyagi,Royal Challengers Bangalore,41.0,38,1.0,6.473684210526316
S Tyagi,Sunrisers Hyderabad,61.0,32,1.0,11.4375
S Vidyut,Rajasthan Royals,22.0,13,1.0,10.153846153846153
SB Bangar,Chennai Super Kings,36.0,24,1.0,9.0
SB Bangar,Delhi Capitals,30.0,13,0.0,13.846153846153845
SB Bangar,Kolkata Knight Riders,29.0,26,0.0,6.6923076923076925
SB Bangar,Mumbai Indians,35.0,24,2.0,8.75
SB Bangar,Punjab Kings,26.0,24,0.0,6.5
SB Bangar,Rajasthan Royals,20.0,12,0.0,10.0
SB Bangar,Royal Challengers Bangalore,45.0,30,1.0,9.0
SB Jakati,Delhi Capitals,81.0,73,5.0,6.657534246575342
SB Jakati,Kochi Tuskers Kerala,53.0,42,1.0,7.571428571428571
SB Jakati,Kolkata Knight Riders,120.0,97,3.0,7.422680412371134
SB Jakati,Mumbai Indians,154.0,109,4.0,8.477064220183486
SB Jakati,Punjab Kings,84.0,43,1.0,11.720930232558139
SB Jakati,Rajasthan Royals,167.0,128,7.0,7.828125
SB Jakati,Rising Pune Supergiant,48.0,42,1.0,6.857142857142857
SB Jakati,Royal Challengers Bangalore,194.0,153,7.0,7.607843137254902
SB Jakati,Sunrisers Hyderabad,150.0,122,11.0,7.3770491803278695
SB Joshi,Delhi Capitals,19.0,6,0.0,19.0
SB Joshi,Kolkata Knight Riders,26.0,18,0.0,8.666666666666666
SB Joshi,Mumbai Indians,10.0,12,0.0,5.0
SB Joshi,Rajasthan Royals,27.0,19,1.0,8.526315789473685
SB Styris,Chennai Super Kings,40.0,37,1.0,6.486486486486487
SB Styris,Delhi Capitals,33.0,25,0.0,7.92
SB Styris,Kolkata Knight Riders,80.0,67,2.0,7.164179104477611
SB Styris,Punjab Kings,50.0,30,1.0,10.0
SB Styris,Rajasthan Royals,14.0,13,0.0,6.461538461538462
SB Styris,Royal Challengers Bangalore,61.0,50,4.0,7.32
SB Wagh,Chennai Super Kings,16.0,6,1.0,16.0
SB Wagh,Delhi Capitals,38.0,20,0.0,11.399999999999999
SB Wagh,Kochi Tuskers Kerala,10.0,12,0.0,5.0
SB Wagh,Mumbai Indians,41.0,31,1.0,7.935483870967742
SB Wagh,Punjab Kings,34.0,33,3.0,6.181818181818182
SB Wagh,Sunrisers Hyderabad,8.0,6,0.0,8.0
SC Ganguly,Delhi Capitals,75.0,61,2.0,7.3770491803278695
SC Ganguly,Mumbai Indians,43.0,25,0.0,10.32
SC Ganguly,Punjab Kings,33.0,30,2.0,6.6000000000000005
SC Ganguly,Rajasthan Royals,62.0,36,1.0,10.333333333333334
SC Ganguly,Royal Challengers Bangalore,66.0,67,3.0,5.91044776119403
SC Ganguly,Sunrisers Hyderabad,74.0,48,2.0,9.25
SD Chitnis,Punjab Kings,41.0,25,2.0,9.84
SD Chitnis,Sunrisers Hyderabad,21.0,13,0.0,9.692307692307693
SE Bond,Chennai Super Kings,33.0,24,0.0,8.25
SE Bond,Mumbai Indians,55.0,42,2.0,7.857142857142858
SE Bond,Punjab Kings,57.0,50,3.0,6.84
SE Bond,Rajasthan Royals,52.0,49,3.0,6.36734693877551
SE Bond,Sunrisers Hyderabad,28.0,26,1.0,6.461538461538462
SJ Srivastava,Chennai Super Kings,25.0,20,0.0,7.5
SJ Srivastava,Delhi Capitals,86.0,51,2.0,10.117647058823529
SJ Srivastava,Kochi Tuskers Kerala,34.0,26,1.0,7.846153846153847
SJ Srivastava,Kolkata Knight Riders,58.0,42,2.0,8.285714285714285
SJ Srivastava,Mumbai Indians,45.0,40,2.0,6.75
SJ Srivastava,Rajasthan Royals,50.0,27,1.0,11.11111111111111
SJ Srivastava,Rising Pune Supergiant,20.0,20,2.0,6.0
SJ Srivastava,Royal Challengers Bangalore,51.0,30,3.0,10.2
SJ Srivastava,Sunrisers Hyderabad,75.0,50,1.0,9.0
SK Raina,Delhi Capitals,53.0,55,0.0,5.781818181818181
SK Raina,Kochi Tuskers Kerala,26.0,26,0.0,6.0
SK Raina,Kolkata Knight Riders,74.0,60,2.0,7.4
SK Raina,Mumbai Indians,79.0,66,3.0,7.181818181818182
SK Raina,Punjab Kings,94.0,84,3.0,6.714285714285714
SK Raina,Rajasthan Royals,86.0,71,4.0,7.267605633802816
SK Raina,Rising Pune Supergiant,50.0,54,0.0,5.555555555555555
SK Raina,Royal Challengers Bangalore,144.0,90,1.0,9.600000000000001
SK Raina,Sunrisers Hyderabad,72.0,74,7.0,5.837837837837839
SK Trivedi,Chennai Super Kings,234.0,172,4.0,8.162790697674419
SK Trivedi,Delhi Capitals,166.0,120,4.0,8.3
SK Trivedi,Kochi Tuskers Kerala,20.0,24,3.0,5.0
SK Trivedi,Kolkata Knight Riders,192.0,154,6.0,7.48051948051948
SK Trivedi,Mumbai Indians,161.0,130,5.0,7.430769230769231
SK Trivedi,Punjab Kings,261.0,200,9.0,7.83
SK Trivedi,Rising Pune Supergiant,49.0,43,2.0,6.837209302325581
SK Trivedi,Royal Challengers Bangalore,168.0,123,8.0,8.195121951219512
SK Trivedi,Sunrisers Hyderabad,186.0,152,10.0,7.342105263157894
SK Warne,Chennai Super Kings,269.0,206,7.0,7.83495145631068
SK Warne,Delhi Capitals,210.0,180,8.0,7.0
SK Warne,Kochi Tuskers Kerala,16.0,24,3.0,4.0
SK Warne,Kolkata Knight Riders,184.0,173,4.0,6.38150289017341
SK Warne,Mumbai Indians,183.0,159,7.0,6.90566037735849
SK Warne,Punjab Kings,226.0,136,7.0,9.970588235294118
SK Warne,Rising Pune Supergiant,31.0,24,1.0,7.75
SK Warne,Royal Challengers Bangalore,155.0,156,8.0,5.961538461538462
SK Warne,Sunrisers Hyderabad,191.0,165,12.0,6.945454545454545
SL Malinga,Chennai Super Kings,217.0,207,11.0,6.289855072463768
SL Malinga,Delhi Capitals,153.0,138,12.0,6.6521739130434785
SL Malinga,Kochi Tuskers Kerala,43.0,27,2.0,9.555555555555555
SL Malinga,Kolkata Knight Riders,111.0,118,4.0,5.6440677966101696
SL Malinga,Punjab Kings,163.0,155,13.0,6.309677419354838
SL Malinga,Rajasthan Royals,149.0,146,6.0,6.123287671232877
SL Malinga,Rising Pune Supergiant,98.0,105,9.0,5.6
SL Malinga,Royal Challengers Bangalore,188.0,171,5.0,6.596491228070175
SL Malinga,Sunrisers Hyderabad,158.0,191,19.0,4.963350785340314
SM Harwood,Chennai Super Kings,22.0,13,0.0,10.153846153846153
SM Harwood,Punjab Kings,26.0,30,1.0,5.2
SM Harwood,Sunrisers Hyderabad,26.0,24,2.0,6.5
SM Pollock,Chennai Super Kings,45.0,43,1.0,6.279069767441861
SM Pollock,Delhi Capitals,51.0,42,2.0,7.285714285714285
SM Pollock,Kolkata Knight Riders,39.0,49,5.0,4.775510204081632
SM Pollock,Punjab Kings,54.0,43,2.0,7.534883720930233
SM Pollock,Rajasthan Royals,45.0,43,1.0,6.279069767441861
SM Pollock,Royal Challengers Bangalore,40.0,48,0.0,5.0
SM Pollock,Sunrisers Hyderabad,33.0,12,0.0,16.5
SP Narine,Chennai Super Kings,25.0,24,1.0,6.25
SP Narine,Delhi Capitals,23.0,25,2.0,5.5200000000000005
SP Narine,Punjab Kings,44.0,49,7.0,5.387755102040816
SP Narine,Rajasthan Royals,51.0,48,1.0,6.375
SP Narine,Rising Pune Supergiant,17.0,24,1.0,4.25
SP Narine,Royal Challengers Bangalore,11.0,24,1.0,2.75
SP Narine,Sunrisers Hyderabad,27.0,24,2.0,6.75
SPD Smith,Rajasthan Royals,5.0,2,0.0,15.0
SR Tendulkar,Delhi Capitals,19.0,6,0.0,19.0
SR Tendulkar,Kolkata Knight Riders,11.0,12,0.0,5.5
SR Tendulkar,Punjab Kings,8.0,7,0.0,6.857142857142857
SR Tendulkar,Royal Challengers Bangalore,21.0,12,0.0,10.5
SR Watson,Chennai Super Kings,207.0,145,5.0,8.565517241379311
SR Watson,Delhi Capitals,94.0,92,7.0,6.130434782608696
SR Watson,Kochi Tuskers Kerala,24.0,25,0.0,5.76
SR Watson,Kolkata Knight Riders,116.0,101,2.0,6.89108910891089
SR Watson,Mumbai Indians,141.0,121,8.0,6.991735537190082
SR Watson,Punjab Kings,147.0,125,6.0,7.055999999999999
SR Watson,Rising Pune Supergiant,49.0,51,1.0,5.764705882352941
SR Watson,Royal Challengers Bangalore,69.0,76,2.0,5.447368421052632
SR Watson,Sunrisers Hyderabad,95.0,67,2.0,8.507462686567164
SS Mundhe,Delhi Capitals,6.0,7,1.0,5.142857142857142
SS Sarkar,Delhi Capitals,19.0,7,0.0,16.285714285714285
SS Sarkar,Rajasthan Royals,15.0,18,1.0,5.0
ST Jayasuriya,Chennai Super Kings,34.0,24,2.0,8.5
ST Jayasuriya,Delhi Capitals,93.0,69,2.0,8.08695652173913
ST Jayasuriya,Kolkata Knight Riders,27.0,33,3.0,4.909090909090909
ST Jayasuriya,Punjab Kings,9.0,12,1.0,4.5
ST Jayasuriya,Rajasthan Royals,63.0,48,2.0,7.875
ST Jayasuriya,Royal Challengers Bangalore,75.0,48,1.0,9.375
ST Jayasuriya,Sunrisers Hyderabad,95.0,67,2.0,8.507462686567164
STR Binny,Chennai Super Kings,32.0,18,0.0,10.666666666666666
STR Binny,Kolkata Knight Riders,9.0,6,0.0,9.0
STR Binny,Punjab Kings,26.0,19,1.0,8.210526315789474
STR Binny,Rising Pune Supergiant,12.0,18,1.0,4.0
STR Binny,Sunrisers Hyderabad,14.0,6,0.0,14.0
SW Tait,Chennai Super Kings,87.0,73,2.0,7.15068493150685
SW Tait,Delhi Capitals,124.0,79,3.0,9.417721518987342
SW Tait,Kochi Tuskers Kerala,36.0,22,0.0,9.818181818181818
SW Tait,Kolkata Knight Riders,61.0,53,1.0,6.90566037735849
SW Tait,Mumbai Indians,47.0,30,1.0,9.4
SW Tait,Punjab Kings,70.0,75,8.0,5.6
SW Tait,Rising Pune Supergiant,15.0,24,3.0,3.75
SW Tait,Sunrisers Hyderabad,25.0,27,3.0,5.555555555555555
Shahid Afridi,Chennai Super Kings,49.0,38,1.0,7.7368421052631575
Shahid Afridi,Delhi Capitals,35.0,18,0.0,11.666666666666666
Shahid Afridi,Mumbai Indians,62.0,50,4.0,7.4399999999999995
Shahid Afridi,Punjab Kings,28.0,18,0.0,9.333333333333334
Shahid Afridi,Rajasthan Royals,39.0,37,3.0,6.324324324324324
Shahid Afridi,Royal Challengers Bangalore,24.0,24,1.0,6.0
Shakib Al Hasan,Kochi Tuskers Kerala,28.0,24,3.0,7.0
Shakib Al Hasan,Mumbai Indians,50.0,46,2.0,6.521739130434782
Shakib Al Hasan,Punjab Kings,28.0,24,1.0,7.0
Shakib Al Hasan,Rajasthan Royals,71.0,74,7.0,5.756756756756756
Shakib Al Hasan,Rising Pune Supergiant,16.0,25,2.0,3.84
Shakib Al Hasan,Royal Challengers Bangalore,51.0,34,2.0,9.0
Shoaib Ahmed,Chennai Super Kings,45.0,31,1.0,8.70967741935484
Shoaib Ahmed,Delhi Capitals,46.0,30,2.0,9.200000000000001
Shoaib Ahmed,Mumbai Indians,19.0,12,0.0,9.5
